name,href,id,area,city_olymp,ege,oge,folk_rating,specialisation,url_id,phones,url,globalid,detector
"№ 192, Брюсовская гимназия",../../inostrannyie-yazyiki/192-bryusovskaya-gimnaziya/index.html,a182,kalininskij,6,61.5,"",6.0,Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki192bryusovskayagimnaziyaindexhtml.htm,8125446585|8125434577,school192.spb.ru,de71391ec04097da7332776cc6c4f4f4,select_by_number
"№ 111, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/111-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a157,kalininskij,4,61.1,"",5.5,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki111shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8125347036|8125358696,www.sch111.spb.ru,9873f4e12e4a52bfa7c07ee892748819,select_by_number
"№ 89, школа",../../sredneobrazovatelnaya-shkola/89-shkola/index.html,a152,kalininskij,3,60.1,"",4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola89shkolaindexhtml.htm,8125317407|8125311401|8125313541,school89.hnet.spb.ru,9970fd93304797ccb14a49a341998de3,select_exactly
"№ 71, школа",../../sredneobrazovatelnaya-shkola/71-shkola/index.html,a146,kalininskij,2,59.7,"",6.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola71shkolaindexhtml.htm,8125556726|8125556677,school71.spb.ru,6fbe9b39eb1aa72fe4b15b7c96e8e711,select_exactly
"№ 139, школа с углубленным изучением математики",../../matematika/139-shkola-s-uglublennyim-izucheniem-matematiki/index.html,a165,kalininskij,3,58.3,"",7.3,Математика,../data/shkola-spb.ru/cache/matematika139shkolasuglublennyimizucheniemmatematikiindexhtml.htm,8125403122|8122263363,school139.edusite.ru,d9de53933e6875c6458d4290224c589b,select_by_number
"№ 119, школа с углубленным изучением английского языка",../../anglijskij-yazyik/119-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a158,kalininskij,"",58.3,"",5.5,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik119shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8125576679,sch119.petersburgedu.ru,998566e318f0624fa2031b61f63f797a,select_by_number
"№ 138, школа",../../sredneobrazovatelnaya-shkola/138-shkola/index.html,a164,kalininskij,1,58.0,3.6,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola138shkolaindexhtml.htm,8125403821|8125400801|8125441689,school-138.ru,ca92a13eff2d7c0a3f6851d2c230b703,select_exactly
"№ 158, школа",../../sredneobrazovatelnaya-shkola/158-shkola/index.html,a173,kalininskij,1,57.9,"",5.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola158shkolaindexhtml.htm,8125552670|8125550461,s158.spb.ru,ceae7706c4d33e7a0e37bc9d0a2a0c93,select_exactly
"№ 78, школа",../../sredneobrazovatelnaya-shkola/78-shkola/index.html,a148,kalininskij,6,57.7,"",6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola78shkolaindexhtml.htm,8125352355|8125352352,school78spb.narod.ru,66befe48a8e979892560a327e532b871,select_exactly
"№ 72, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/72-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a147,kalininskij,1,56.6,"",4.6,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki72shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8125317403|8125320133,schule72spb.ru,88ba10babae72f7f95658af1b0e697dd,select_by_number
"№ 156, школа с углубленным изучением информатики",../../informatika/156-shkola-s-uglublennyim-izucheniem-informatiki/index.html,a172,kalininskij,"",56.5,"",5.7,Информатика,../data/shkola-spb.ru/cache/informatika156shkolasuglublennyimizuchenieminformatikiindexhtml.htm,8122991457|8122992311,www.school156.ru,e7d71bb9122399ed7b36a2fed38ea9b8,select_by_number
"№ 69, школа",../../sredneobrazovatelnaya-shkola/69-shkola/index.html,a145,kalininskij,3,56.2,"",6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola69shkolaindexhtml.htm,8125585522,www.school69.ru,daacac664344b6c78e62cd4f124f1463,select_exactly
"№ 79, школа",../../anglijskij-yazyik/79-shkola/index.html,a149,kalininskij,"",56.0,3.8,6.3,Английский язык,../data/shkola-spb.ru/cache/anglijskijyazyik79shkolaindexhtml.htm,8124176311,school79spb.ru,1320fa345933943cd323cd866eb5f3fa,select_exactly
"№ 121, школа",../../sredneobrazovatelnaya-shkola/121-shkola/index.html,a159,kalininskij,6,55.7,"",4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola121shkolaindexhtml.htm,8125352341,school121.lbihost.ru,0d882f492d087f028dcb5066575e45ab,select_exactly
"№ 9, школа-интернат VI вида",../../deti-s-osobennostyami-razvitiya/9-shkola-internat-vi-vida/index.html,a783,kalininskij,"",55.4,"",5.7,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya9shkolainternatvividaindexhtml.htm,8125350145|8125348686,school-int9.ru,0a6a87d4da0e495d395f68787c0513a9,select_by_url
"№ 88, школа",../../sredneobrazovatelnaya-shkola/88-shkola/index.html,a151,kalininskij,2,54.7,3.8,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola88shkolaindexhtml.htm,8125507262|8125507291,school88spb.edusite.ru,40612edfb9c69f654d071eb5bd8bae5b,select_exactly
"№ 692, школа",../../anglijskij-yazyik/692-shkola/index.html,a191,kalininskij,5,54.6,3.7,5.1,"",../data/shkola-spb.ru/cache/anglijskijyazyik692shkolaindexhtml.htm,8125594350|8125585103,www.sch692spb.narod.ru,4cffe7ff682162b791fb3ee48fdae027,select_exactly
"№ 137, школа",../../sredneobrazovatelnaya-shkola/137-shkola/index.html,a163,kalininskij,"",54.3,3.6,6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola137shkolaindexhtml.htm,8125552917,www.school137.ru,5132be32e8679a55af50afc6ec8b6e2c,select_exactly
"№ 653, школа с углубленным изучением иностранных языков (хинди и английский)",../../anglijskij-yazyik/653-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov-hindi-i-anglijskij/index.html,a190,kalininskij,1,54.3,3.8,5.4,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik653shkolasuglublennyimizuchenieminostrannyihyazyikovhindiianglijskijindexhtml.htm,8125436064|8125435150,schools653.ucoz.org,4768f8cce2360f8fbdb83b82927ae1a8,select_by_number
"№ 68, школа",../../sredneobrazovatelnaya-shkola/68-shkola/index.html,a144,kalininskij,2,54.0,3.5,3.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola68shkolaindexhtml.htm,8125317900|8125945536,school68.spb.ru,17802ba82de7bb8be86639e79163359e,select_exactly
"№ 184, школа",../../voennoe-uchilische/184-shkola-kadetskij-klass/index.html,a180,kalininskij,1,53.9,3.8,6.1,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilische184shkolakadetskijklassindexhtml.htm,8122993555|8122993217,184.education,775c7c8e165caf1b784d67f2e223a9de,select_exactly
"№ 175, школа с углубленным изучением предметов художественно-эстетического цикла",../../hudozhestvenno-esteticheskoe-obrazovanie/175-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a177,kalininskij,"",53.0,3.4,5.5,Художественно-эстетическое образование,../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie175shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklaindexhtml.htm,8125317659|8125317435,www.school175.spb.ru,cc371c153f266513a75b411616301bc6,select_by_number
"№ 473, школа",../../hudozhestvenno-esteticheskoe-obrazovanie/473-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a184,kalininskij,1,52.4,"",5.4,"",../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie473shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklaindexhtml.htm,8125354434|8125359782,school473.spb.ru,bd9e7ee01654694ead4e92a50219fde4,select_exactly
"№ 145, школа (кадетские классы)",../../voennoe-uchilische/145-shkola-kadetskie-klassyi/index.html,a167,kalininskij,"",52.3,3.5,5.3,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilische145shkolakadetskieklassyiindexhtml.htm,8125343376|8125343428,school145.ru,2e49336ffe5e5c235c8b6692c9110c39,select_by_number
"№ 128, школа",../../sredneobrazovatelnaya-shkola/128-shkola/index.html,a161,kalininskij,"",52.2,3.5,7.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola128shkolaindexhtml.htm,8125585204|8125578877,sch128.petersburgedu.ru,798bc9839894ef1ae069d926cb040e96,select_exactly
"№ 81, школа",../../sredneobrazovatelnaya-shkola/81-shkola/index.html,a150,kalininskij,"",51.6,3.8,8.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola81shkolaindexhtml.htm,8125577474|8125579455,www.school-81.ru,8297a10e39a67827bbe83eb15097b7a4,select_exactly
"№ 514, школа",../../hudozhestvenno-esteticheskoe-obrazovanie/514-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a185,kalininskij,1,51.6,3.9,5.5,"",../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie514shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklaindexhtml.htm,8125344919|8125344918,www.school514.ru,5eb39ef48c5d315aad2146d3ec2980bb,select_exactly
"№ 172, школа",../../sredneobrazovatelnaya-shkola/172-shkola/index.html,a176,kalininskij,"",51.3,"",6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola172shkolaindexhtml.htm,8125585565|8125577350,www.172school.net,568c7520ab1470640d19ee569087f707,select_exactly
"№ 535, школа",../../sredneobrazovatelnaya-shkola/535-shkola/index.html,a186,kalininskij,"",50.8,3.6,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola535shkolaindexhtml.htm,8125331663|8122997983,www.school535.ru,b6bcad1f654c6d4eddec6cafe364297e,select_exactly
"№ 146, школа",../../sredneobrazovatelnaya-shkola/146-shkola/index.html,a168,kalininskij,"",50.4,"",4.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola146shkolaindexhtml.htm,8125433890|8125437934,www.school146.spb.ru,b121b7c5257eefb4be4a9f9ccff3f0fd,select_exactly
"№ 10, открытая сменная школа для учащихся с нарушениями слуха и речи",../../deti-s-osobennostyami-razvitiya/-10-otkryitaya-smennaya-shkola-dlya-uchaschihsya-s-narusheniyami-sluha-i-rechi/index.html,a816,kalininskij,"",50.2,3.0,0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya10otkryitayasmennayashkoladlyauchaschihsyasnarusheniyamisluhairechiindexhtml.htm,8125400152|8125402952,openschool10.edu.ru,988a9e48dd59692c51f4d433254bbc59,select_by_phones
"№ 149, школа",../../sredneobrazovatelnaya-shkola/149-shkola/index.html,a170,kalininskij,"",49.8,3.4,6.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola149shkolaindexhtml.htm,8125321636|8125311339,149school.ru,2cfd6383ef43d5e3488e58bcda6de2d6,select_exactly
"№ 186, школа",../../sredneobrazovatelnaya-shkola/186-shkola/index.html,a181,kalininskij,"",49.0,3.4,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola186shkolaindexhtml.htm,8125433179|8125433896,sosh186.info,6a2957b5483562cf6caa0c3d1e7274b5,select_exactly
"№ 176, школа",../../sredneobrazovatelnaya-shkola/176-shkola/index.html,a178,kalininskij,"",48.2,3.5,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola176shkolaindexhtml.htm,8125904750|8125901258,scool176.ucoz.ru,5c1ff049db88acfe1cbf45e263b9ce2d,select_exactly
"№ 136, школа",../../sredneobrazovatelnaya-shkola/136-shkola/index.html,a162,kalininskij,"",48.1,3.5,3.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola136shkolaindexhtml.htm,8125586061|8125586402,136school.edusite.ru,7d67d3f3315cf129be44500635e809e1,select_exactly
"№ 96, школа",../../sredneobrazovatelnaya-shkola/96-shkola/index.html,a155,kalininskij,"",47.4,3.5,7.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola96shkolaindexhtml.htm,8124173225|8125313616,school96.spb.ru,2bec85b3802e112583cc0518d80aa1a5,select_exactly
"№ 162, школа",../../sredneobrazovatelnaya-shkola/162-shkola/index.html,a175,kalininskij,"",45.4,"",5.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola162shkolaindexhtml.htm,8122997812|8122993321,school162.spb.ru,1b02af6b10f87e68775154d3a0c928f1,select_by_number
"№ 633, центр образования",../../sredneobrazovatelnaya-shkola/633-shkola/index.html,a189,kalininskij,"",37.3,"",9.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola633shkolaindexhtml.htm,8124172213,633.gbou.ru,8ff0f4aff4f166d6dd05806dae5dcf0d,select_by_number
"№ 28, школа-интернат",../../sredneobrazovatelnaya-shkola/28-shkola-internat/index.html,a142,kalininskij,"","","",8.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola28shkolainternatindexhtml.htm,8125433073|8125435026,spb-internat-28.narod.ru,e5efca6fc775e4e082fc711cd0e1fc88,select_by_phones
"№ 701, начальная школа - детский сад «ИЗУМРУДНЫЙ ГОРОД»",../../nachalnaya-shkola/701-nachalnaya-shkola-detskij-sad-izumrudnyij-gorod/index.html,a192,kalininskij,"","","",5.1,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola701nachalnayashkoladetskijsadizumrudnyijgorodindexhtml.htm,8125336431,new.school701.ru,f80d511648c0ba2b48db09626839f352,not_detected
Монтессори-школа Михайловой (МШМ),../../nachalnaya-shkola/montessori-shkola-mihajlovoj-mshm/index.html,a825,kalininskij,"","","",8.8,Начальная школа|Частная школа,../data/shkola-spb.ru/cache/nachalnayashkolamontessorishkolamihajlovojmshmindexhtml.htm,8126424475,montessori-school.ru,7213465f9b98c484d4fee9011ec58226,not_detected
"№ 561, коррекционная общеобразовательная школа VII вида",../../deti-s-osobennostyami-razvitiya/561/index.html,a826,kalininskij,"","","",4.9,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya561indexhtml.htm,8122994851,www.school561.spb.ru,c009f830a9cdac546fa5af335a4276fe,select_by_number
"№ 46, специальная (коррекционная) школа (VIII вида) ""Центр РиМ""",../../deti-s-osobennostyami-razvitiya/-46-spetsialnaya-korrektsionnaya-shkola-viii-vida-tsentr-rim/index.html,a1099,kalininskij,"","","",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya46spetsialnayakorrektsionnayashkolaviiividatsentrrimindexhtml.htm,8122997524,www.school46-center-rim.narod.ru,b1113785d5fad68245934c8eeb5bd537,select_by_url
"№ 93, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/93-shkola-closed/index.html,a153,kalininskij,"",47.9,"",0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola93shkolaclosedindexhtml.htm,"",school93-edu.narod.ru,b0fe58459a7e72688561590e54eeecd4,select_by_number
"№ 55, центр образования [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/55-tsentr-obrazovaniya/index.html,a756,kalininskij,"",39.0,"",9.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola55tsentrobrazovaniyaindexhtml.htm,8125333884|8125338457,educenter55.spb.ru,a54427f7ca0206d71fefac5d9e0cce87,select_by_number
"№ 261, гимназия",../../sredneobrazovatelnaya-shkola/261-gimnaziya/index.html,a204,kirovskij,24,67.8,4.5,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola261gimnaziyaindexhtml.htm,8127570333|8127532266,sc261.ru,0cd43947510f6e8907f13a978fdaf501,select_exactly
"№ 393, информационно-математический лицей",../../informatika/393-informatsionno-matematicheskij-litsej/index.html,a223,kirovskij,9,67.0,"",6.9,Информатика|Математика,../data/shkola-spb.ru/cache/informatika393informatsionnomatematicheskijlitsejindexhtml.htm,8127849911|8127848543|8127845629,www.kirov.spb.ru/sc/393,5541e962265c6be0cb9dbb0851823894,select_by_number
"№ 248, гимназия с углубленным изучением английского языка",../../anglijskij-yazyik/248-gimnaziya-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a198,kirovskij,10,66.5,4.5,6.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik248gimnaziyasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123773618,www.gymnasium248.ru,f0d810f80de083e4ff934018e9dd5ac4,select_by_number
"Взмах, частная школа",../../sredneobrazovatelnaya-shkola/vzmah/index.html,a240,kirovskij,1,65.8,"",7.7,Английский язык|Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolavzmahindexhtml.htm,8127034190|8123761025,www.vzmakh.ru,d7abfb03fc64e1541d64bcc6677a4086,not_detected
"№ 244, лицей",../../sredneobrazovatelnaya-shkola/244-shkola/index.html,a197,kirovskij,1,61.6,"",4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola244shkolaindexhtml.htm,8127594628|8127502947,sc244.spb.ru,a9826e513c46048de9811ea135210463,select_exactly
"№ 384, лицей",../../sredneobrazovatelnaya-shkola/384-litsej/index.html,a217,kirovskij,10,61.3,4.4,6.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola384litsejindexhtml.htm,8127865104|8127865109,www.sc384.spb.ru,5a7bbebd1b1040d6ea1266ada2464d4d,select_exactly
"№ 504, школа с углубленным изучением английского языка",../../anglijskij-yazyik/504-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a230,kirovskij,3,61.2,4.0,5.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik504shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123773852|8123771941|8123765475|8123773795,www.kirov.spb.ru/sc/504,0a44dea804ccb4c0aeb092ebe11a78fc,select_by_number
"№ 481, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/481-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a226,kirovskij,2,60.4,"",6.6,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki481shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8124175188|8124175187,www.kirov.spb.ru/sc/481,8a27bc07b0815f171af20e9f9baf35ea,select_by_number
"№ 506, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/506-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a231,kirovskij,5,59.8,4.0,4.1,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki506shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127507243|8127596765,www.kirov.spb.ru/sc/506,ab97b32ca10106fefac99cbbac247863,select_by_number
"№ 397, гимназия им. Г. Старовойтовой",../../sredneobrazovatelnaya-shkola/397-gimnaziya-im-g-starovojtovoj/index.html,a224,kirovskij,9,59.7,"",7.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola397gimnaziyaimgstarovojtovojindexhtml.htm,8127846941|8127843372,www.kirov.spb.ru/sc/397,990a09afbb15c86de7e9b30d57a82db6,select_by_number
"№ 223, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/223-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a195,kirovskij,4,59.4,3.7,6.2,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki223shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127503883|8127551818,www.kirov.spb.ru/sc/223,b0d70c27a4fbbe77d2d5ac3552d1c505,select_by_number
"№ 254, школа с углубленным изучением английского языка",../../anglijskij-yazyik/254-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a202,kirovskij,1,59.3,4.1,4.6,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik254shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8127593976|8127593788,www.sc254.ru,8c401f74a6b13aa9563898b7d39b81ea,select_by_number
"№ 274, школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/274-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a207,kirovskij,2,58.2,3.7,4.9,Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki274shkolasuglublennyimizuchenieminostrannyihyazyikovindexhtml.htm,8123778987|8123773623,www.kirov.spb.ru/sc/274,93d19c9f8d469deab175e3fb3a655d9b,select_by_number
"№ 551, школа",../../sredneobrazovatelnaya-shkola/551-shkola/index.html,a234,kirovskij,"",57.5,3.9,6.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola551shkolaindexhtml.htm,8127562888|8127563890,school551.ucoz.ru,1e909c0f9272d3dc6f25293884e328b5,select_exactly
"№ 249, школа им. М. В. Маневича",../../sredneobrazovatelnaya-shkola/249-shkola-im-m-v-manevicha/index.html,a199,kirovskij,1,57.0,4.1,4.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola249shkolaimmvmanevichaindexhtml.htm,8127526472,shkola249.narod.ru,258fd423c8fbbace1d70eb86dfe9e12f,select_by_number
"№ 389, лицей - Центр экологического образования",../../drugoe/389-shkola-tsentr-ekologicheskogo-obrazovaniya/index.html,a221,kirovskij,1,56.8,4.2,5.5,Другое,../data/shkola-spb.ru/cache/drugoe389shkolatsentrekologicheskogoobrazovaniyaindexhtml.htm,8127850293|8127834574,school389.narod.ru,e5ad5b434041675ac97f6104eb304318,select_by_number
"№ 378, лицей",../../sredneobrazovatelnaya-shkola/378-shkola/index.html,a214,kirovskij,3,56.6,"",6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola378shkolaindexhtml.htm,8127592465|8127597510,www.kirov.spb.ru/sc/378,b75ee365c16a87beb04174f0edad7ef5,select_exactly
"№ 501, школа с углубленным изучением предмета информатики и информационно-коммуникационных технологий",../../sredneobrazovatelnaya-shkola/501-shkola/index.html,a228,kirovskij,"",56.1,3.9,6.1,Информатика,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola501shkolaindexhtml.htm,8127842970|8127841735,www.kirov.spb.ru/sc/501,1274ec69038539363bb2d4218bdbfc24,select_by_number
"№ 387, лицей",../../sredneobrazovatelnaya-shkola/387-litsej/index.html,a219,kirovskij,5,56.1,4.2,6.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola387litsejindexhtml.htm,8127535677|8127533741,www.kirov.spb.ru/sc/387,a454f741c980ad43caacb8fbd7669f37,select_exactly
"№ 392, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/392-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a222,kirovskij,1,55.8,4.0,5.8,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik392shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8127559630|8127592813,www.kirov.spb.ru/sc/392,c8f9a0c26addbcff78189211da8b3f3b,select_by_number
"№ 658, школа с элементами вальдорфской педагогики",../../sredneobrazovatelnaya-shkola/658-shkola-s-elementami-valdorfskoj-pedagogiki/index.html,a239,kirovskij,"",55.6,"",8.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola658shkolaselementamivaldorfskojpedagogikiindexhtml.htm,8123779498|8123776003,www.waldorfschule.ru,6ac4bd422f56c14c125701b053dd0fc1,select_by_number
"№ 539, школа с углубленным изучением испанского языка",../../drugie-yazyiki/539-shkola-s-uglublennyim-izucheniem-ispanskogo-yazyika/index.html,a233,kirovskij,"",55.1,3.7,4.5,Другие языки|Иностранные языки,../data/shkola-spb.ru/cache/drugieyazyiki539shkolasuglublennyimizucheniemispanskogoyazyikaindexhtml.htm,8123772141|8123760235,school539.ru,032f6892d0aafea883d1a25c5b0e5911,select_by_number
"№ 282, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/282-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a210,kirovskij,4,54.7,"",6.6,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik282shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8127566573|8127562873,sc282fran.ucoz.ru,bfe16e2f850f18a203923473a3d01dce,select_by_number
"№ 2, школа-интернат (IV вида) для слабовидящих детей",../../deti-s-osobennostyami-razvitiya/2-shkola-internat-iv-vida-dlya-slabovidyaschih-detej/index.html,a772,kirovskij,"",54.7,"",7.6,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya2shkolainternativvidadlyaslabovidyaschihdetejindexhtml.htm,8123772129,sc002.ucoz.ru,a6943fba57eef17848229d55ab6542e6,select_by_phones
"№ 585, школа",../../sredneobrazovatelnaya-shkola/585-shkola/index.html,a236,kirovskij,"",54.6,3.9,8.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola585shkolaindexhtml.htm,8127520988|8127521628|8127521075,www.sc585.spb.ru,26c2504f400e111b23fe3ad2d98062d9,select_exactly
"№ 264, школа",../../sredneobrazovatelnaya-shkola/264-shkola/index.html,a205,kirovskij,"",54.0,3.7,5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola264shkolaindexhtml.htm,8127574282|8127586522|8127570266,www.kirov.spb.ru/sc/264,1ee1426ee935953b5a54d90c232cfd33,select_exactly
"№ 538, школа с углубленным изучением информационных технологий",../../informatika/538-shkola-s-uglublennyim-izucheniem-informatsionnyih-tehnologij/index.html,a232,kirovskij,"",53.4,3.8,6.0,Информатика,../data/shkola-spb.ru/cache/informatika538shkolasuglublennyimizuchenieminformatsionnyihtehnologijindexhtml.htm,8123764749|8123773676,www.sc538.spb.ru,0383f0162437907f0db5e3a3bdf3a975,select_by_number
ШКОЛА РАЗГОВОРНЫХ ЯЗЫКОВ ЧОУ,../../inostrannyie-yazyiki/shkola-razgovornyih-yazyikov-chou/index.html,a244,kirovskij,"",53.0,"",6.7,Английский язык|Другие языки|Частная школа,../data/shkola-spb.ru/cache/inostrannyieyazyikishkolarazgovornyihyazyikovchouindexhtml.htm,8123080109|8127523470,clschool.ru,e30be8fc71a373c8aaf068f382953bd3,not_detected
"№ 284, гимназия",../../anglijskij-yazyik/284-shkola/index.html,a212,kirovskij,"",52.9,3.6,5.0,Английский язык|Другие языки,../data/shkola-spb.ru/cache/anglijskijyazyik284shkolaindexhtml.htm,8127560380|8127566224,www.gimn284.ru,67c306642af5e6f082cf3e5a56eba8eb,select_by_number
"№ 379, школа",../../sredneobrazovatelnaya-shkola/379-shkola/index.html,a215,kirovskij,"",52.3,"",8.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola379shkolaindexhtml.htm,8124175171|8124175172|8124175173|8127139481,www.kirov.spb.ru/sc/379,9029a7727efca39bb85a844c5083b599,select_exactly
"№ 386, школа",../../sredneobrazovatelnaya-shkola/386-shkola/index.html,a218,kirovskij,"",51.8,"",6.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola386shkolaindexhtml.htm,8127835354|8127835396,sites.google.com/site/sch386,c3dc65bff498bd9e7062c10100c4e52d,select_exactly
