name,id
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 113 с углубленным изучением предметов информационно-технологического профиля Приморского района Санкт-Петербурга,4cf9d8c92c9c57952d237b7783a14cf3
ГБОУ СОШ №113,4cf9d8c92c9c57952d237b7783a14cf3
ГОУ СОШ №113,4cf9d8c92c9c57952d237b7783a14cf3
Школа № 113,4cf9d8c92c9c57952d237b7783a14cf3
Школа №113,4cf9d8c92c9c57952d237b7783a14cf3
"№ 113, школа",4cf9d8c92c9c57952d237b7783a14cf3
Государственное бюджетное общеобразовательное учреждение гимназия №586 Василеостровского района Санкт-Петербурга,7c6514161e64c33f9a1f36befc41b557
ГБОУ гимназия №586,7c6514161e64c33f9a1f36befc41b557
ГОУ гимназия №586,7c6514161e64c33f9a1f36befc41b557
Гимназия № 586,7c6514161e64c33f9a1f36befc41b557
Гимназия №586,7c6514161e64c33f9a1f36befc41b557
"№ 586, гимназия",7c6514161e64c33f9a1f36befc41b557
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 146 Калининского района Санкт-Петербурга,b121b7c5257eefb4be4a9f9ccff3f0fd
ГБОУ СОШ №146,b121b7c5257eefb4be4a9f9ccff3f0fd
ГОУ СОШ №146,b121b7c5257eefb4be4a9f9ccff3f0fd
Школа № 146,b121b7c5257eefb4be4a9f9ccff3f0fd
Школа №146,b121b7c5257eefb4be4a9f9ccff3f0fd
"№ 146, школа",b121b7c5257eefb4be4a9f9ccff3f0fd
Государственное бюджетное общеобразовательное учреждение лицей № 572 Невского района Санкт-Петербурга,ef136c460744f05d178e08f329b9c569
ГБОУ лицей №572,ef136c460744f05d178e08f329b9c569
ГОУ лицей №572,ef136c460744f05d178e08f329b9c569
Лицей № 572,ef136c460744f05d178e08f329b9c569
Лицей №572,ef136c460744f05d178e08f329b9c569
"№ 572, лицей",ef136c460744f05d178e08f329b9c569
"Государственное бюджетное нетиповое образовательное учреждение центр психолого-педагогической, медицинской и социальной помощи Красногвардейского района Санкт-Петербурга ""Школа здоровья и индивидуального развития""",c15b3f96bee9e6df2c9790508dddc114
"ГБНОУ ""Школа здоровья и индивидуального развития""",c15b3f96bee9e6df2c9790508dddc114
ГОУ ЦЛПиДО,c15b3f96bee9e6df2c9790508dddc114
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №525 с углубленным изучением английского языка Московского района Санкт-Петербурга,d5d0b38c5048e2f73ba069fc5ffd3132
ГБОУ СОШ №525,d5d0b38c5048e2f73ba069fc5ffd3132
ГОУ СОШ №525,d5d0b38c5048e2f73ba069fc5ffd3132
Школа № 525,d5d0b38c5048e2f73ba069fc5ffd3132
Школа №525,d5d0b38c5048e2f73ba069fc5ffd3132
"№ 525, школа",d5d0b38c5048e2f73ba069fc5ffd3132
Государственное бюджетное общеобразовательное учреждение гимназия № 70 Петроградского района Санкт-Петербурга,ededb56c2858c2c5df8655ab50d51542
ГБОУ гимназия №70,ededb56c2858c2c5df8655ab50d51542
ГБОУ гимназия №70,ededb56c2858c2c5df8655ab50d51542
Гимназия № 70,ededb56c2858c2c5df8655ab50d51542
Гимназия №70,ededb56c2858c2c5df8655ab50d51542
"№ 70, гимназия",ededb56c2858c2c5df8655ab50d51542
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 407 Пушкинского района Санкт-Петербурга,3eedf075e7571b91d00644a3f4b56396
ГБОУ СОШ №407,3eedf075e7571b91d00644a3f4b56396
ГОУ СОШ №407,3eedf075e7571b91d00644a3f4b56396
Школа № 407,3eedf075e7571b91d00644a3f4b56396
Школа №407,3eedf075e7571b91d00644a3f4b56396
"№ 407, школа",3eedf075e7571b91d00644a3f4b56396
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №202 Фрунзенского района Санкт-Петербурга,e71cd633caec0fb50ffb191afde42ef4
ГБОУ СОШ №202,e71cd633caec0fb50ffb191afde42ef4
ГОУ СОШ №202,e71cd633caec0fb50ffb191afde42ef4
