name,href,id,area,city_olymp,ege,oge,folk_rating,specialisation,url_id,phones,url
"№ 429, школа",../../sredneobrazovatelnaya-shkola/429-shkola/index.html,a510,petrodvortsovyij,"",53.9,3.5,4.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola429shkolaindexhtml.htm,8124223011|8124227634,school429.spb.ru
"№ 436, школа",../../sredneobrazovatelnaya-shkola/436-shkola/index.html,a512,petrodvortsovyij,"",53.7,3.9,6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola436shkolaindexhtml.htm,8124224248|8124228913,s436spb.ru
"№ 413, школа",../../sredneobrazovatelnaya-shkola/413-shkola/index.html,a505,petrodvortsovyij,"",52.0,3.3,6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola413shkolaindexhtml.htm,8124214079|8124214173,www.413spb.edusite.ru
"№ 602, школа",../../sredneobrazovatelnaya-shkola/602-shkola/index.html,a516,petrodvortsovyij,"",51.8,3.3,9.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola602shkolaindexhtml.htm,8124221515|8124230120,www.school602.spb.ru
"№ 417, школа",../../sredneobrazovatelnaya-shkola/417-shkola/index.html,a507,petrodvortsovyij,"",51.2,3.6,9.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola417shkolaindexhtml.htm,8124222469|8124222569,sch417.net23.net
"№ 319, школа",../../sredneobrazovatelnaya-shkola/319-shkola/index.html,a502,petrodvortsovyij,"",47.8,3.6,6.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola319shkolaindexhtml.htm,8124271633|8124203453,319spb.edusite.ru
"№ 542, школа",../../sredneobrazovatelnaya-shkola/542-shkola/index.html,a514,petrodvortsovyij,1,46.6,3.4,1.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola542shkolaindexhtml.htm,8124506930|8124506034,school542.spb.ru
"№ 671, центр образования",../../drugoe/671-tsentr-obrazovaniya/index.html,a517,petrodvortsovyij,"",41.1,3.0,0,Другое,../data/shkola-spb.ru/cache/drugoe671tsentrobrazovaniyaindexhtml.htm,8124506800|8124507735,671.obrpeterhof.ru
"№ 49, коррекционная школа (VI вида)",../../deti-s-osobennostyami-razvitiya/-49-korrektsionnaya-shkola-vi-vida/index.html,a1095,petrodvortsovyij,"","",3.9,1.8,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya49korrektsionnayashkolavividaindexhtml.htm,8124214012|8124214279,internat49.spb.edu.ru
"№ 439, школа",../../sredneobrazovatelnaya-shkola/-439-shkola/index.html,a1109,petrodvortsovyij,"","",3.3,0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola439shkolaindexhtml.htm,8124172183|8124271063,www.shkola439.narod.ru
Кадетский корпус железнодорожных войск (ККЖДВ) [ЗАКРЫТА],../../voennoe-uchilische/kadetskij-korpus-zheleznodorozhnyih-vojsk/index.html,a769,petrodvortsovyij,"",50.3,"",0,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilischekadetskijkorpuszheleznodorozhnyihvojskindexhtml.htm,8124508002,spbkk.edumil.ru
"№ 116, гимназия",../../inostrannyie-yazyiki/116-gimnaziya/index.html,a540,primorskij,28,69.2,4.6,7.5,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki116gimnaziyaindexhtml.htm,8124920081|8124921707,www.gymn116.ru
"№ 64, лицей",../../sredneobrazovatelnaya-shkola/64-litsej/index.html,a536,primorskij,19,68.8,4.7,7.3,Математика|Физика,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola64litsejindexhtml.htm,8123426115|8123426110,school64.spb.ru
"№ 631, гимназия глобального гуманитарного образования",../../sredneobrazovatelnaya-shkola/631-gimnaziya-globalnogo-gumanitarnogo-obrazovaniya/index.html,a562,primorskij,6,67.2,4.4,6.6,Английский язык,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola631gimnaziyaglobalnogogumanitarnogoobrazovaniyaindexhtml.htm,8124308530|8124308775,school631.spb.ru
